Codigo_Item,Descripcion_Item
01210,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA, NO ESPECIFICADOS DE OTRA FORMA"
01212,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA, DESARTICULACIÓN DE LA CADERA"
01214,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA, ARTROPLASTÍA TOTAL DE LA CADERA"
01215,"ANESTESIA PARA PROCEDIMIENTOS ABIERTOS CON COMPROMISO DE LA ARTICULACIÓN DE LA CADERA, REVISIÓN DE TODA LA ARTROPLASTÍA TOTAL DE CADERA"
01220,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR
01230,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR, NO ESPECIFICADOS DE OTRA FORMA"
01232,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR, AMPUTACIÓN"
01234,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR, RESECCIÓN RADICAL"
01250,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DE LA PARTE SUPERIOR DE LA PIERNA
01260,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS QUE INVOLUCRAN VENAS DE LA PARTE SUPERIOR DE LA PIERNA, INCLUYENDO EXPLORACIÓN
01270,"ANESTESIA PARA PROCEDIMIENTOS QUE INVOLUCRAN ARTERIAS DE LA PARTE SUPERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN, NO ESPECIFICADOS DE OTRA FORMA"
01272,"ANESTESIA PARA PROCEDIMIENTOS QUE INVOLUCRAN ARTERIAS DE LA PARTE SUPERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN, LIGADURA DE LA ARTERIA FEMORAL"
01274,"ANESTESIA PARA PROCEDIMIENTOS QUE INVOLUCRAN ARTERIAS DE LA PARTE SUPERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN, EMBOLECTOMÍA DE LA ARTERIA FEMORAL"
01320,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DE LA RODILLA Y/O REGIÓN POPLÍTEA
01340,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN EL TERCIO INFERIOR DEL FÉMUR
01360,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO ABIERTO EN EL TERCIO INFERIOR DEL FÉMUR
01380,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LA ARTICULACIÓN DE LA RODILLA
01382,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS EN LA ARTICULACIÓN DE LA RODILLA
01390,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LOS EXTREMOS SUPERIORES DE LA TIBIA, PERONÉ Y/O RÓTULA
01392,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO ABIERTO EN LOS EXTREMOS SUPERIORES DE LA TIBIA, PERONÉ Y/O RÓTULA
01400,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN LA ARTICULACIÓN DE LA RODILLA, NO ESPECIFICADOS DE OTRA FORMA"
01402,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN LA ARTICULACIÓN DE LA RODILLA, REEMPLAZO TOTAL DE RODILLA"
01404,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN LA ARTICULACIÓN DE LA RODILLA, DESARTICULACIÓN A NIVEL DE LA RODILLA"
01420,ANESTESIA PARA TODAS LAS APLICACIONES, REMOCIÓN O CORRECCIÓN DE YESOS QUE INVOLUCRAN LA ARTICULACIÓN DE LA RODILLA
01430,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA RODILLA Y REGIÓN POPLÍTEA, NO ESPECIFICADOS DE OTRA FORMA"
01432,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA RODILLA Y REGIÓN POPLÍTEA, FÍSTULA ARTERIOVENOSA"
01440,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA RODILLA O REGIÓN POPLÍTEA, NO ESPECIFICADOS DE OTRA FORMA"
01442,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA RODILLA O REGIÓN POPLÍTEA, TROMBOENDARTERECTOMÍA POPLÍTEA, CON O SIN PARCHE DE INJERTO"
01444,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA RODILLA O REGIÓN POPLÍTEA, ESCICIÓN POPLÍTEA E INJERTO O CORRECCIÓN PARA OCLUSIÓN O ANEURISMA"
01462,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE
01464,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS DE LA ARTICULACIÓN DEL TOBILLO
01470,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES Y FASCIA DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE, NO ESPECIFICADOS DE OTRA FORMA"
01472,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES Y FASCIA DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE, CORRECCIÓN DE ROTURA DE TENDÓN DE AQUILES, CON O SIN INJERTO"
01474,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES Y FASCIA DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE, RESECCIÓN DE MÚSCULOS GEMELOS (P. EJ. PROCEDIMIENTO DE STRAYER)"
01480,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE, NO ESPECIFICADOS DE OTRA FORMA"
01482,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE, RESECCIÓN RADICAL (INCLUYENDO AMPUTACIÓN POR DEBAJO DE LA RODILLA)"
01484,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE, OSTEOTOMÍA U OSTEOPLASTÍA DE LA TIBIA Y/O PERONÉ"
01486,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE, REEMPLAZO TOTAL DE TOBILLO"
01490,ANESTESIA PARA APLICACIÓN, REMOCIÓN O CORRECCIÓN DE YESO EN LA PARTE INFERIOR DE LA PIERNA
01500,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA PARTE INFERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN, NO ESPECIFICADOS DE OTRA FORMA"
01502,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA PARTE INFERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN, EMBOLECTOMÍA, DIRECTA O CON CATÉTER"
01520,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA PARTE INFERIOR DE LA PIERNA, NO ESPECIFICADOS DE OTRA FORMA"
01522,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA PARTE INFERIOR DE LA PIERNA, TROMBECTOMÍA VENOSA, DIRECTA O CON CATÉTER"
01610,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA O BOLSAS SINOVIALES DEL HOMBRO Y AXILA
01620,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO
01622,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS DE LA ARTICULACIÓN DEL HOMBRO
01630,"ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO, NO ESPECIFICADOS DE OTRA FORMA"
01632,ANESTESIA PARA RESECCIÓN RADICAL A NIVEL DE LA REGIÓN DEL HOMBRO Y AXILA
01634,"ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO, DESARTICULACIÓN DEL HOMBRO"
01636,"ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO, AMPUTACIÓN INTERTÓRACOESCAPULAR (CUARTO DELANTERO)"
01638,"ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO, REEMPLAZO TOTAL DEL HOMBRO"
01650,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA, NO ESPECIFICADOS DE OTRA FORMA"
01652,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA, ANEURISMA AXILAR-BRAQUIAL"
01654,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA, INJERTO DE DERIVACIÓN"
01656,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA, INJERTO DE DERIVACIÓN AXILAR-FEMORAL"
01670,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN VENAS DEL HOMBRO Y AXILA
01680,"ANESTESIA PARA APLICACIÓN, REMOCIÓN O CORRECCIÓN DE YESO DEL HOMBRO, NO ESPECIFICADO DE OTRA FORMA"
01682,"ANESTESIA PARA APLICACIÓN, REMOCIÓN O CORRECCIÓN DE YESO DEL HOMBRO, ESPIGA DE HOMBRO"
01710,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO, NO ESPECIFICADOS DE OTRA FORMA"
01712,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO, TENOTOMÍA, DEL CODO AL HOMBRO, A CIELO ABIERTO"
01714,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO, TENOPLASTIA, DEL CODO AL HOMBRO"
01716,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO, TENODESIS, ROTURA DEL TENDÓN LARGO DEL BÍCEPS"
01730,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN EL HÚMERO Y EL CODO
01732,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS DE LA ARTICULACIÓN DEL CODO
01740,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO, NO ESPECIFICADOS DE OTRA FORMA"
01742,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO, OSTEOTOMÍA DEL HÚMERO"
01744,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO, CORRECCIÓN DE FALTA DE UNIÓN O UNIÓN DEFECTUOSA DEL HÚMERO"
01756,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO, PROCEDIMIENTOS RADICALES"
01758,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO, ESCICIÓN DE QUISTE O TUMOR DEL HÚMERO"
01760,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO, REEMPLAZO TOTAL DEL CODO"
01770,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL BRAZO Y CODO, NO ESPECIFICADOS DE OTRA FORMA"
01772,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL BRAZO Y CODO, EMBOLECTOMÍA"
01780,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL BRAZO Y CODO, NO ESPECIFICADOS DE OTRA FORMA"
01782,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL BRAZO Y CODO, FLEBORRAFIA"
01810,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL ANTEBRAZO, MUÑECA Y MANO
01820,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN EL RADIO, CÚBITO, MUÑECA O HUESOS DE LA MANO
01829,ANESTESIA PARA PROCEDIMIENTOS DE ARTROSCOPÍA DIAGNÓSTICA EN LA MUÑECA
01830,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O DE ARTROSCOPÍA QUIRÚRGICA EN RADIO DISTAL, CÚBITO DISTAL, MUÑECA O HUESOS DE LA MANO, NO ESPECIFICADOS DE OTRA FORMA"
01832,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O DE ARTROSCOPÍA QUIRÚRGICA EN RADIO DISTAL, CÚBITO DISTAL, MUÑECA O HUESOS DE LA MANO, REEMPLAZO TOTAL DE MUÑECA"
01840,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL ANTEBRAZO, MUÑECA Y MANO, NO ESPECIFICADOS DE OTRA FORMA"
01842,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL ANTEBRAZO, MUÑECA Y MANO, EMBOLECTOMÍA"
01844,ANESTESIA PARA DERIVACIÓN VASCULAR, O PARA REVISIÓN DE DERIVACIÓN, DE CUALQUIER TIPO (P. EJ. DIÁLISIS)
01850,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL ANTEBRAZO, MUÑECA Y MANO, NO ESPECIFICADOS DE OTRA FORMA"
01852,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL ANTEBRAZO, MUÑECA Y MANO, FLEBORAFIA"
01860,ANESTESIA PARA APLICACIÓN, REMOCIÓN O CORRECCIÓN DE YESO DEL ANTEBRAZO, MUÑECA O MANO
01905,ANESTESIA PARA MIELOGRAFÍA, DISCOGRAFÍA, VERTEBROPLASTÍA
01916,ANESTESIA PARA ARTERIOGRAFÍA/VENOGRAFÍA DIAGNÓSTICA
01920,ANESTESIA PARA CATETERIZACIÓN CARDÍACA INCLUYENDO ARTERIOGRAFÍA CORONARIA Y VENTRICULOGRAFÍA (NO INCLUYE CATÉTER SWAN-GANZ)
01922,ANESTESIA PARA IMÁGENES NO INVASIVAS O PARA RADIOTERAPIA
01924,"ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA ARTERIAL, SIN OTRA ESPECIFICACIÓN"
01925,"ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA ARTERIAL, CAROTIDEO O CORONARIO"
01926,"ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA ARTERIAL, INTRACRANEAL, INTRACARDIACO, O AÓRTICO"
01930,"ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL), SIN OTRA ESPECIFICACIÓN"
01931,"ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL), CIRCULACIÓN INTRAHEPÁTICA O PORTAL (P. EJ. DERIVACIÓN(ES) TRANSVENOSA INTRAHEPÁTICA PORTOSISTÉ"
01932,"ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL), INTRATORÁCICA O YUGULAR"
01933,"ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL), INTRACRANEAL"
01935,"ANESTESIA PARA PROCEDIMIENTOS PERCUTÁNEOS GUIADOS CON IMÁGENES EN LA COLUMNA Y MÉDULA ESPINAL, DIAGNÓSTICA"
01936,"ANESTESIA PARA PROCEDIMIENTOS PERCUTÁNEOS GUIADOS CON IMÁGENES EN LA COLUMNA Y MÉDULA ESPINAL, TERAPÉUTICA"
01951,"ANESTESIA PARA ESCICIÓN O DEBRIDACIÓN DE QUEMADURAS DE SEGUNDO Y TERCER GRADO CON O SIN INJERTO, EN CUALQUIER LUGAR, POR SUPERFICIE CORPORAL TOTAL (SCT) TRATADO DURANTE LA ANESTESIA O CIRUGÍA, MENOS DE 4% DE LA SUPERFICIE CORPORAL TOTAL"
01952,"ANESTESIA PARA ESCICIÓN O DEBRIDACIÓN DE QUEMADURAS DE SEGUNDO Y TERCER GRADO CON O SIN INJERTO, EN CUALQUIER LUGAR, POR SUPERFICIE CORPORAL TOTAL (SCT) TRATADO DURANTE LA ANESTESIA O CIRUGÍA, ENTRE 4% Y 9% DE LA SUPERFICIE CORPORAL TOTAL"
01953,"ANESTESIA PARA ESCICIÓN O DEBRIDACIÓN DE QUEMADURAS DE SEGUNDO Y TERCER GRADO CON O SIN INJERTO, EN CUALQUIER LUGAR, POR SUPERFICIE CORPORAL TOTAL (SCT) TRATADO DURANTE LA ANESTESIA O CIRUGÍA, CADA 9% ADICIONAL DE LA SUPERFICIE CORPORAL TOTAL O PARTE DE E"
01958,ANESTESIA PARA PROCEDIMIENTO DE VERSIÓN CEFÁLICA EXTERNA
01960,ANESTESIA PARA PARTO VAGINAL ÚNICAMENTE
01961,ANESTESIA PARA PARTO POR CESÁREA ÚNICAMENTE
01962,ANESTESIA PARA HISTERECTOMÍA DE URGENCIA DESPUÉS DEL PARTO
01963,ANESTESIA PARA HISTERECTOMÍA POR CESÁREA SIN NINGUNA ANALGESIA DE PARTO/O ATENCIÓN DE ANESTESIA
01965,ANESTESIA PARA PROCEDIMIENTOS DE ABORTO INCOMPLETO O ABORTO FRUSTRO
01966,ANESTESIA PARA PROCEDIMIENTOS DE ABORTO INDUCIDO
01967,ANALGESIA/ANESTESIA NEURAXIAL PARA TRABAJO DE PARTO VAGINAL PLANEADO (ESTO INCLUYE CUALQUIER COLOCACIÓN SUBARACNOIDEA REPETIDA DE AGUJA E INYECCIÓN DE DROGAS Y/O CUALQUIER REEMPLAZO NECESARIO DE CATÉTER EPIDURAL DURANTE EL PARTO)
01968,ANESTESIA PARA PARTO POR CESÁREA DESPUÉS DE ANALGESIA/ANESTESIA NEURAXIAL PARA TRABAJO DE PARTO (LISTAR EN FORMA SEPARADA EN FORMA ADICIONAL PARA CODIFICAR PARA PROCEDIMIENTOS PRIMARIOS REALIZADOS)
01969,ANESTESIA PARA HISTERECTOMÍA POR CESÁREA POSTERIOR A ANALGESIA/ANESTESIA NEURAXIAL PARA TRABAJO DE PARTO (LISTAR EN FORMA SEPARADA EN FORMA ADICIONAL PARA CODIFICAR PARA PROCEDIMIENTOS PRIMARIOS REALIZADOS)
01970,ANESTESIA GENERAL INHALATORIA CON INTUBACIÓN
01971,ANESTESIA GENERAL INHALATORIA CON MASCARILLA LARÍNGEA
01971.01,ANESTESIA GENERAL INHALATORIA CON MASCARILLA FACIAL
01972,ANESTESIA GENERAL INHALATORIA SIN INTUBACIÓN
01973,ANESTESIA GENERAL ENDOVENOSA CON MASCARILLA LARÍNGEA
01974,ANESTESIA GENERAL ENDOVENOSA CON INTUBACIÓN
01975,ANESTESIA GENERAL ENDOVENOSA SIN INTUBACIÓN
01980,ANESTESIA EPIDURAL
01980.01,ANESTESIA EPIDURAL CON CATÉTER TUNELIZADO POR HORA
01981,ANESTESIA EPIDURAL SIMPLE SIN CATÉTER
01982,ANESTESIA EPIDURAL CONTINUA CON CATÉTER
01983,ANESTESIA RAQUÍDEA
01984,BLOQUEOS REGIONALES
01984.01,BLOQUEOS CENTRALES
01985,ANESTESIA LOCAL
01986,ANESTESIA COMBINADA
01987,EVALUACIÓN PRE ANESTÉSICA
01990,SOPORTE FISIOLÓGICO PARA TOMA DE ÓRGANOS DE PACIENTES CON MUERTE CEREBRAL
01991,"ANESTESIA PARA BLOQUEO DIAGNÓSTICO O TERAPÉUTICO E INYECCIONES (CUANDO EL BLOQUEO O INYECCIÓN SON REALIZADOS POR DIFERENTES PROVEEDORES), DIFERENTES A LA POSICIÓN DE PRONACIÓN"
01992,"ANESTESIA PARA BLOQUEO DIAGNÓSTICO O TERAPÉUTICO E INYECCIONES (CUANDO EL BLOQUEO O INYECCIÓN SON REALIZADOS POR DIFERENTES PROVEEDORES), POSICIÓN DE PRONACIÓN"
01995,ADMINISTRACIÓN ENDOVENOSA REGIONAL DE AGENTE ANESTÉSICO LOCAL U OTRA MEDICACIÓN EN EXTREMIDAD SUPERIOR O INFERIOR
01996,MANEJO HOSPITALARIO DIARIO DE ADMINISTRACIÓN DE FÁRMACOS A TRAVÉS DE CATÉTER EPIDURAL O SUBARACNOIDEO
01998,ANESTESIA GENERAL ENDOVENOSA PARA REALIZAR PROCEDIMIENTOS FUERA DE SALA DE OPERACIONES
01999,PROCEDIMIENTOS DE ANESTESIA/ANALGESIA QUE NO APARECEN EN LA LISTA. EJEMPLO: HIPNOSIS DE MEDICAMENTOS, HIPNOSIS Y ANALGESIA DE MEDICAMENTOS, TERAPIA DEL DOLOR (SEGUIMIENTO)
10021,"ASPIRACIÓN EN PIEL CON AGUJA FINA, SIN GUÍA DE IMÁGENES"
10022,"ASPIRACIÓN EN PIEL CON AGUJA FINA, CON GUÍA DE IMÁGENES"
10030,DRENAJE DE COLECCIÓN LÍQUIDA MEDIANTE CATÉTER GUIADO POR IMÁGENES (P. EJ. ABSCESO, HEMATOMA, SEROMA, LINFOCELE, QUISTE) EN TEJIDO BLANDO (P. EJ. EXTREMIDAD, PARED ABDOMINAL, CUELLO), POR VÍA PERCUTÁNEA
10040,CIRUGÍA DEL ACNÉ (P. EJ. MARSUPIALIZACIÓN, APERTURA O REMOCIÓN DE MÚLTIPLES PUNTOS NEGROS, COMEDONES, QUISTES, PÚSTULAS)
10060,INCISION Y DRENAJE
10061,INCISIÓN Y DRENAJE DE ABSCESOS COMPLICADOS O MÚLTIPLES (P. EJ. CARBUNCO, HIDRADENITIS SUPURATIVA, ABSCESO CUTÁNEO O SUBCUTÁNEO, QUISTE, FORÚNCULO O PARONIQUIA)
10080,RESECCIÓN DE QUISTE PILONIDAL SIMPLE
10081,INCISIÓN Y DRENAJE DE QUISTE PILONIDAL COMPLICADO
10120,EXTRACCION DE CUERPO EXTRANO
10121,INCISIÓN Y RETIRO COMPLICADO DE CUERPO EXTRAÑO DE TEJIDO SUBCUTÁNEO
10140,INCISIÓN Y DRENAJE DE HEMATOMA, SEROMA O COLECCIONES DE FLUIDOS
10160,PUNCION ASPIRATIVA DE ABSCESO, HEMATOMA, QUISTE
10180,INCISIÓN Y DRENAJE HERIDA POSTOPERATORIA COMPLEJA
10781,CANALIZACION DE VIA PERIFERICA
11000,DESBRIDAMIENTO DE ECCEMA O INFECCION DE LA PIEL
11001,DEBRIDAMIENTO DE PIEL INFECTADA O ECZEMAS EXTENSOS, CADA 10% ADICIONAL DE SUPERFICIE CORPORAL. (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO PRIMARIO)
11004,DESBRIDAMIENTO DE LA PIEL, DEL TEJIDO SUBCUTÁNEO, DEL MÚSCULO Y DE LA FASCIA DEBIDO A INFECCIÓN NECROTIZANTE DE TEJIDOS BLANDOS A NIVEL DE ÓRGANOS GENITALES EXTERNOS Y PERINEO
11005,DESBRIDAMIENTO DE LA PIEL, DEL TEJIDO SUBCUTÁNEO, DEL MÚSCULO Y DE LA FASCIA DEBIDO A INFECCIÓN NECROTIZANTE DE TEJIDOS BLANDOS DE PARED ABDOMINAL CON O SIN CIERRE DE FASCIA
11006,DESBRIDAMIENTO DE LA PIEL, DEL TEJIDO SUBCUTÁNEO, DEL MÚSCULO Y DE LA FASCIA DEBIDO A INFECCIÓN NECROTIZANTE DE TEJIDOS BLANDOS DE PERINEO Y PARED ABDOMINAL CON O SIN CIERRE DE FASCIA
11008,RETIRO DE MATERIAL PROSTÉSICO O MALLA DE LA PARED ABDOMINAL DEBIDO A INFECCIÓN (P. EJ. INFECCIÓN RECURRENTE CRÓNICA DE MALLA O INFECCIÓN NECROTIZANTE DE TEJIDOS BLANDOS) REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)
11010,DEBRIDAMIENTO DE PIEL Y TEJIDO SUBCUTÁNEO, INCLUYENDO REMOCIÓN DE CUERPOS EXTRAÑOS ASOCIADOS CON FRACTURA(S) Y/O DISLOCADURA(S) ABIERTA(S) (P. EJ. DEBRIDACIÓN EXCISIONAL)
11011,DEBRIDAMIENTO DE PIEL, TEJIDO SUBCUTÁNEO, FASCIA MUSCULAR Y MÚSCULO, INCLUYENDO REMOCIÓN DE CUERPOS EXTRAÑOS ASOCIADOS CON FRACTURA(S) Y/O DISLOCADURA(S) ABIERTA(S) (P. EJ. DEBRIDACIÓN EXCISIONAL)
